"","price","crime","nox","rooms","dist","radial","proptax","stratio","ppoverty","lprice","lnox","lproptax","pricek","price_k"
"1",24000,0.00600000005215406,5.38000011444092,6.57000017166138,4.09000015258789,1,29.6000003814697,15.3000001907349,4.98000001907349,10.0858087539673,1.68268835544586,5.69035959243774,24,24
"2",21599,0.0270000007003546,4.69000005722046,6.42000007629395,4.96999979019165,2,24.2000007629395,17.7999992370605,9.14000034332275,9.98040199279785,1.54543256759644,5.48893785476685,21.599,21.599
"3",34700,0.0270000007003546,4.69000005722046,7.17999982833862,4.96999979019165,2,24.2000007629395,17.7999992370605,4.03000020980835,10.4544954299927,1.54543256759644,5.48893785476685,34.7,34.7
"4",33400,0.0320000015199184,4.57999992370605,7,6.05999994277954,3,22.2000007629395,18.7000007629395,2.94000005722046,10.4163112640381,1.52169895172119,5.40267753601074,33.4,33.4
"5",36199,0.0689999982714653,4.57999992370605,7.15000009536743,6.05999994277954,3,22.2000007629395,18.7000007629395,5.32999992370605,10.496787071228,1.52169895172119,5.40267753601074,36.199,36.199
"6",28701,0.0299999993294477,4.57999992370605,6.42999982833862,6.05999994277954,3,22.2000007629395,18.7000007629395,5.21000003814697,10.264687538147,1.52169895172119,5.40267753601074,28.701,28.701
"7",22900,0.0879999995231628,5.23999977111816,6.01000022888184,5.55999994277954,5,31.1000003814697,15.1999998092651,12.4300003051758,10.0388917922974,1.65632140636444,5.7397928237915,22.9,22.9
"8",27100,0.144999995827675,5.23999977111816,6.17000007629395,5.94999980926514,5,31.1000003814697,15.1999998092651,19.1499996185303,10.2072887420654,1.65632140636444,5.7397928237915,27.1,27.1
"9",16500,0.210999995470047,5.23999977111816,5.63000011444092,6.07999992370605,5,31.1000003814697,15.1999998092651,29.9300003051758,9.71111583709717,1.65632140636444,5.7397928237915,16.5,16.5
"10",18900,0.170000001788139,5.23999977111816,6,6.59000015258789,5,31.1000003814697,15.1999998092651,17.1000003814697,9.84691715240479,1.65632140636444,5.7397928237915,18.9,18.9
"11",15000,0.224999994039536,5.23999977111816,6.38000011444092,6.34999990463257,5,31.1000003814697,15.1999998092651,20.4500007629395,9.61580562591553,1.65632140636444,5.7397928237915,15,15
"12",18900,0.116999998688698,5.23999977111816,6.01000022888184,6.23000001907349,5,31.1000003814697,15.1999998092651,13.2700004577637,9.84691715240479,1.65632140636444,5.7397928237915,18.9,18.9
"13",21700,0.0939999967813492,5.23999977111816,5.8899998664856,5.44999980926514,5,31.1000003814697,15.1999998092651,15.710000038147,9.98506736755371,1.65632140636444,5.7397928237915,21.7,21.7
"14",20400,0.629999995231628,5.38000011444092,5.94999980926514,4.71000003814697,4,30.7000007629395,21,8.26000022888184,9.92329025268555,1.68268835544586,5.72684764862061,20.4,20.4
"15",18200,0.638000011444092,5.38000011444092,6.09999990463257,4.46000003814697,4,30.7000007629395,21,10.2600002288818,9.80917644500732,1.68268835544586,5.72684764862061,18.2,18.2
"16",19900,0.626999974250793,5.38000011444092,5.82999992370605,4.5,4,30.7000007629395,21,8.47000026702881,9.89847469329834,1.68268835544586,5.72684764862061,19.9,19.9
"17",23100,1.05400002002716,5.38000011444092,5.92999982833862,4.5,4,30.7000007629395,21,6.57999992370605,10.0475883483887,1.68268835544586,5.72684764862061,23.1,23.1
"18",17500,0.783999979496002,5.38000011444092,5.98999977111816,4.26000022888184,4,30.7000007629395,21,14.6700000762939,9.76995658874512,1.68268835544586,5.72684764862061,17.5,17.5
"19",20200,0.802999973297119,5.38000011444092,5.46000003814697,3.79999995231628,4,30.7000007629395,21,11.6899995803833,9.91343784332275,1.68268835544586,5.72684764862061,20.2,20.2
"20",18200,0.726000010967255,5.38000011444092,5.73000001907349,3.79999995231628,4,30.7000007629395,21,11.2799997329712,9.80917644500732,1.68268835544586,5.72684764862061,18.2,18.2
"21",13600,1.25199997425079,5.38000011444092,5.57000017166138,3.79999995231628,4,30.7000007629395,21,21.0200004577637,9.51782512664795,1.68268835544586,5.72684764862061,13.6,13.6
"22",19600,0.851999998092651,5.38000011444092,5.96000003814697,4.01000022888184,4,30.7000007629395,21,13.8299999237061,9.88328456878662,1.68268835544586,5.72684764862061,19.6,19.6
"23",15200,1.23199999332428,5.38000011444092,6.1399998664856,3.98000001907349,4,30.7000007629395,21,18.7199993133545,9.62905025482178,1.68268835544586,5.72684764862061,15.2,15.2
"24",14500,0.987999975681305,5.38000011444092,5.80999994277954,4.09999990463257,4,30.7000007629395,21,19.8799991607666,9.5819034576416,1.68268835544586,5.72684764862061,14.5,14.5
"25",15600,0.75,5.38000011444092,5.92000007629395,4.40000009536743,4,30.7000007629395,21,16.2999992370605,9.65502643585205,1.68268835544586,5.72684764862061,15.6,15.6
"26",13900,0.841000020503998,5.38000011444092,5.59999990463257,4.44999980926514,4,30.7000007629395,21,16.5100002288818,9.53964424133301,1.68268835544586,5.72684764862061,13.9,13.9
"27",16600,0.671999990940094,5.38000011444092,5.80999994277954,4.67999982833862,4,30.7000007629395,21,14.8100004196167,9.71715831756592,1.68268835544586,5.72684764862061,16.6,16.6
"28",14800,0.955999970436096,5.38000011444092,6.05000019073486,4.44999980926514,4,30.7000007629395,21,17.2800006866455,9.60238265991211,1.68268835544586,5.72684764862061,14.8,14.8
"29",18400,0.773000001907349,5.38000011444092,6.48999977111816,4.44999980926514,4,30.7000007629395,21,12.8000001907349,9.82010555267334,1.68268835544586,5.72684764862061,18.4,18.4
"30",21000,1.00199997425079,5.38000011444092,6.67000007629395,4.23000001907349,4,30.7000007629395,21,11.9799995422363,9.95227813720703,1.68268835544586,5.72684764862061,21,21
"31",12700,1.13100004196167,5.38000011444092,5.69000005722046,4.23000001907349,4,30.7000007629395,21,22.6000003814697,9.44935703277588,1.68268835544586,5.72684764862061,12.7,12.7
"32",14500,1.35500001907349,5.38000011444092,6.07000017166138,4.17000007629395,4,30.7000007629395,21,13.039999961853,9.5819034576416,1.68268835544586,5.72684764862061,14.5,14.5
"33",13200,1.38800001144409,5.38000011444092,5.94999980926514,3.99000000953674,4,30.7000007629395,21,27.7099990844727,9.48797225952148,1.68268835544586,5.72684764862061,13.2,13.2
"34",13100,1.15199995040894,5.38000011444092,5.69999980926514,3.78999996185303,4,30.7000007629395,21,18.3500003814697,9.48036766052246,1.68268835544586,5.72684764862061,13.1,13.1
"35",13500,1.61300003528595,5.38000011444092,6.09999990463257,3.75999999046326,4,30.7000007629395,21,20.3400001525879,9.51044464111328,1.68268835544586,5.72684764862061,13.5,13.5
"36",18900,0.0640000030398369,4.98999977111816,5.92999982833862,3.35999989509583,5,27.8999996185303,19.2000007629395,9.68000030517578,9.84691715240479,1.60743582248688,5.63121175765991,18.9,18.9
"37",20000,0.0970000028610229,4.98999977111816,5.84000015258789,3.38000011444092,5,27.8999996185303,19.2000007629395,11.4099998474121,9.90348720550537,1.60743582248688,5.63121175765991,20,20
"38",13668,0.0799999982118607,4.98999977111816,5.84999990463257,3.9300000667572,5,27.8999996185303,19.2000007629395,8.77000045776367,9.52281284332275,1.60743582248688,5.63121175765991,13.668,13.668
"39",24701,0.174999997019768,4.98999977111816,5.96999979019165,3.84999990463257,5,27.8999996185303,19.2000007629395,10.1300001144409,10.1145992279053,1.60743582248688,5.63121175765991,24.701,24.701
"40",30801,0.0280000008642673,4.28000020980835,6.59000015258789,5.40000009536743,3,25.2000007629395,18.2999992370605,4.32000017166138,10.3353023529053,1.45395302772522,5.52942895889282,30.801,30.801
"41",34899,0.034000001847744,4.28000020980835,7.01999998092651,5.40000009536743,3,25.2000007629395,18.2999992370605,1.98000001907349,10.4602136611938,1.45395302772522,5.52942895889282,34.899,34.899
"42",26601,0.127000004053116,4.48000001907349,6.76999998092651,5.71999979019165,3,23.2999992370605,17.8999996185303,4.84000015258789,10.1887044906616,1.49962306022644,5.4510383605957,26.601,26.601
"43",25301,0.141000002622604,4.48000001907349,6.17000007629395,5.71999979019165,3,23.2999992370605,17.8999996185303,5.80999994277954,10.138599395752,1.49962306022644,5.4510383605957,25.301,25.301
"44",24701,0.158999994397163,4.48000001907349,6.21000003814697,5.71999979019165,3,23.2999992370605,17.8999996185303,7.44000005722046,10.1145992279053,1.49962306022644,5.4510383605957,24.701,24.701
"45",21200,0.123000003397465,4.48000001907349,6.07000017166138,5.71999979019165,3,23.2999992370605,17.8999996185303,9.55000019073486,9.96175670623779,1.49962306022644,5.4510383605957,21.2,21.2
"46",19300,0.171000003814697,4.48000001907349,5.67999982833862,5.09999990463257,3,23.2999992370605,17.8999996185303,10.210000038147,9.86786079406738,1.49962306022644,5.4510383605957,19.3,19.3
"47",20000,0.187999993562698,4.48000001907349,5.78999996185303,5.09999990463257,3,23.2999992370605,17.8999996185303,14.1499996185303,9.90348720550537,1.49962306022644,5.4510383605957,20,20
"48",16600,0.229000002145767,4.48000001907349,6.03000020980835,5.69000005722046,3,23.2999992370605,17.8999996185303,18.7999992370605,9.71715831756592,1.49962306022644,5.4510383605957,16.6,16.6
"49",14400,0.254000008106232,4.48000001907349,5.40000009536743,5.86999988555908,3,23.2999992370605,17.8999996185303,30.8099994659424,9.57498359680176,1.49962306022644,5.4510383605957,14.4,14.4
"50",19400,0.219999998807907,4.48000001907349,5.59999990463257,6.09000015258789,3,23.2999992370605,17.8999996185303,16.2000007629395,9.87302875518799,1.49962306022644,5.4510383605957,19.4,19.4
"51",19700,0.0890000015497208,4.3899998664856,5.96000003814697,6.80999994277954,4,24.2999992370605,16.7999992370605,13.4499998092651,9.88837432861328,1.47932922840118,5.49306154251099,19.7,19.7
"52",20500,0.0430000014603138,4.3899998664856,6.1100001335144,6.80999994277954,4,24.2999992370605,16.7999992370605,9.43000030517578,9.92817974090576,1.47932922840118,5.49306154251099,20.5,20.5
"53",22620,0.0540000014007092,4.3899998664856,6.51000022888184,6.80999994277954,4,24.2999992370605,16.7999992370605,5.28000020980835,10.0265893936157,1.47932922840118,5.49306154251099,22.62,22.62
"54",23400,0.0500000007450581,4.3899998664856,6,6.80999994277954,4,24.2999992370605,21.1000003814697,8.43000030517578,10.0604915618896,1.47932922840118,5.49306154251099,23.4,23.4
"55",18900,0.0140000004321337,4.09999990463257,5.8899998664856,7.32000017166138,3,46.9000015258789,17.8999996185303,14.8000001907349,9.84691715240479,1.41098690032959,6.1506028175354,18.9,18.9
"56",35401,0.0130000002682209,4.03000020980835,7.25,8.69999980926514,5,22.6000003814697,17.2999992370605,4.80999994277954,10.474494934082,1.39376640319824,5.42053508758545,35.401,35.401
"57",24701,0.0209999997168779,4.09999990463257,6.38000011444092,9.1899995803833,2,31.2999992370605,15.1000003814697,5.76999998092651,10.1145992279053,1.41098690032959,5.74620342254639,24.701,24.701
"58",32562,0.0140000004321337,4.1100001335144,6.82000017166138,8.31999969482422,5,25.6000003814697,19.7000007629395,3.95000004768372,10.3909015655518,1.41342306137085,5.5451774597168,32.562,32.562
"59",23300,0.153999999165535,4.53000020980835,6.1399998664856,7.80999994277954,8,28.3999996185303,19.7000007629395,6.8600001335144,10.0562086105347,1.51072204113007,5.64897441864014,23.3,23.3
"60",19600,0.103000000119209,4.53000020980835,5.92999982833862,6.92999982833862,8,28.3999996185303,19.7000007629395,9.22000026702881,9.88328456878662,1.51072204113007,5.64897441864014,19.6,19.6
"61",18700,0.149000003933907,4.53000020980835,5.73999977111816,6.76000022888184,8,28.3999996185303,19.7000007629395,13.1499996185303,9.83627891540527,1.51072204113007,5.64897441864014,18.7,18.7
"62",16000,0.172000005841255,4.53000020980835,5.96999979019165,6.82000017166138,8,28.3999996185303,19.7000007629395,14.4399995803833,9.68034362792969,1.51072204113007,5.64897441864014,16,16
"63",22199,0.109999999403954,4.53000020980835,6.46000003814697,7.23000001907349,8,28.3999996185303,19.7000007629395,6.73000001907349,10.0078029632568,1.51072204113007,5.64897441864014,22.199,22.199
"64",24999,0.127000004053116,4.53000020980835,6.76000022888184,7.98000001907349,8,28.3999996185303,19.7000007629395,9.5,10.1265907287598,1.51072204113007,5.64897441864014,24.999,24.999
"65",33001,0.0199999995529652,4.15999984741211,7.09999990463257,9.22000026702881,3,21.6000003814697,18.6000003814697,8.05000019073486,10.4042930603027,1.42551505565643,5.37527847290039,33.001,33.001
"66",23501,0.0359999984502792,3.98000001907349,6.28999996185303,6.6100001335144,4,33.7000007629395,16.1000003814697,4.67000007629395,10.0647983551025,1.38128185272217,5.8200831413269,23.501,23.501
